entity,code,GDP per Capita 1990,GDP per Capita 1991,GDP per Capita 1992,GDP per Capita 1993,GDP per Capita 1994,GDP per Capita 1995,GDP per Capita 1996,GDP per Capita 1997,GDP per Capita 1998,GDP per Capita 1999,GDP per Capita 2000,GDP per Capita 2001,GDP per Capita 2002,GDP per Capita 2003,GDP per Capita 2004,GDP per Capita 2005,GDP per Capita 2006,GDP per Capita 2007,GDP per Capita 2008,GDP per Capita 2009,GDP per Capita 2010,GDP per Capita 2011,GDP per Capita 2012,GDP per Capita 2013,GDP per Capita 2014,GDP per Capita 2015,GDP per Capita 2016,GDP per Capita 2017,GDP per Capita 2018,GDP per Capita 2019,GDP per Capita 2020,GDP per Capita 2021,GDP per Capita 2022,GDP per Capita 2023
IDA blend,IDB,1326.74857349663,1314.41561028114,1317.8779401942,1280.33432112655,1258.53458448768,1250.39764210211,1273.38935944072,1265.52911535167,1266.37448404682,1260.37816891582,1274.50549100953,1295.45587076922,1351.1650957417,1384.48694828414,1452.47339416574,1504.59961011045,1553.45054387159,1598.2886079132,1621.28446739744,1673.84884772875,1728.13675098703,1763.81961033652,1799.34816073442,1858.25072155241,1921.9582853593,1953.90145153229,1956.34395068744,1967.76430140994,2003.11970420862,2020.17505380443,1950.44151018836,2010.83475762807,2056.12993063896,2069.10600928821
IDA only,IDX,657.522614167977,653.143775700879,643.409415991681,639.673197322966,628.921121497651,644.301458072405,659.659465048868,678.499026465586,689.372972951275,697.661509919039,709.310189418583,718.717467672996,730.320760092057,747.550723813962,773.05045517084,802.11023311741,832.907124161438,864.611222820802,895.107218533839,913.007810103633,950.162581743355,964.521128381712,967.273576597433,996.154763664708,1028.00745879721,1036.87089667356,1058.67800837567,1089.99269221314,1116.71117541596,1145.84268579509,1116.41697745071,1133.3205862878,1156.96961117473,1173.82062956165
IDA total,IDA,878.693919823028,872.485978408285,867.542098744962,852.281706738542,837.839125370534,845.223459704046,863.187456336943,872.995624683102,880.555521734994,884.095095475373,896.824030463964,910.503413298198,937.126522782574,959.834407878189,999.94139630421,1036.99202862369,1074.02292495603,1110.55647257664,1139.00172724194,1169.17281679072,1212.68776113399,1234.63606512314,1248.62016417175,1287.81801279907,1330.35812460173,1346.69693190726,1361.33964634058,1385.3169668523,1414.31962392947,1438.67501370204,1395.10937298767,1426.0223838926,1456.36449637398,1471.15312062426
Late-demographic dividend,LTE,2562.4392135657,2541.90259691867,2530.67721209573,2610.0327112036,2696.19654127035,2818.87394492916,2932.36976673755,3067.02055089493,3124.12486239747,3240.14639019778,3439.32553679406,3591.04762108148,3780.14009325572,4011.73378547981,4312.30495779685,4616.72923352632,5013.04026550178,5488.64311016902,5830.41940457378,6007.68096231807,6453.53889639913,6874.49735694415,7220.62359366518,7572.05948017612,7911.07613838917,8228.5219032545,8540.00060585722,8934.99162597092,9368.07913290219,9759.68977594716,9747.60290129074,10460.5569090609,10772.0168363139,11206.5239533808
Latin America & Caribbean,LCN,5908.00950092757,5971.47347872289,6016.21244868941,6171.53904838566,6384.21127747551,6330.40431467519,6471.34798147995,6712.71217941669,6805.49265457153,6748.22606135712,6891.11464707654,6826.67706991555,6767.16200958334,6844.66684281925,7127.31663127544,7319.10807077915,7604.33341538347,7906.2485607009,8100.80096412841,7828.23546720269,8238.24531410928,8509.36893280399,8635.96596535157,8782.54714421536,8810.2901744253,8759.80639725634,8648.36599981157,8732.80197489432,8795.626991254,8784.28523074286,8145.99967744682,8670.01524851671,8960.23778188341,9084.67548578986
Latin America & Caribbean (excluding high income),LAC,5736.004226544,5789.20490132387,5807.6964268728,5955.15351357727,6162.64834603779,6085.44728642746,6218.56861660357,6443.35745511494,6519.32104175295,6453.71782429486,6589.9401443163,6509.77616856587,6446.5297580418,6516.93359393835,6775.40642379217,6960.33376224895,7239.30314970264,7536.73380030113,7728.81449684895,7458.14410065767,7869.15845611304,8129.13906232384,8233.38362187076,8373.05442324551,8395.365296428,8337.14599402852,8216.79823575992,8300.3064347766,8344.87531835759,8315.3142885428,7713.1035785803,8188.8438964048,8449.54418250572,8562.81505295761
Latin America & the Caribbean (IDA & IBRD countries),TLA,5779.59329541747,5859.36909773116,5914.78617279698,6084.20948701919,6297.21359769309,6233.26957684361,6369.60723899333,6608.7880796002,6695.0939822019,6621.19205606411,6757.28728796869,6676.66916955673,6614.05975576488,6692.95040092918,6961.35350268297,7153.15361720397,7437.25941101067,7742.32550989366,7943.11643315681,7669.35753351247,8090.50190276827,8367.78146019201,8495.49142125435,8644.54894750621,8673.93284600477,8617.55291183431,8504.75980474677,8593.04498940554,8659.7383407411,8646.32841564905,8024.79852750121,8555.35261715519,8841.0983906444,8969.00931487866
Least developed countries: UN classification,LDC,596.773002105966,592.706409365657,579.551153065325,562.281383385211,550.463443140244,567.036586979901,583.265573498915,598.954870825909,607.39150958471,616.616551137006,628.26103157321,643.231084147995,660.804299742019,677.06246180367,703.178982950047,737.616123626433,769.701501934143,806.849383984345,839.245766902103,855.168238839949,887.45858948938,894.890171921548,901.93084106858,932.355176497409,961.961556086411,964.519211077238,977.230751596781,997.864912820694,1019.47479020335,1046.00199864912,1020.12760796576,1024.84244058716,1048.37019782713,1059.82242876357
Low & middle income,LMY,1621.19609011928,1634.94167245815,1672.3887583399,1724.2344417902,1780.33216060661,1829.44498520314,1909.84054537597,1983.5477694941,2015.16631269504,2054.76084145714,2134.33630954632,2177.75137675328,2246.61396414731,2343.44554621473,2486.00887995812,2629.52280956562,2804.75042747707,3009.94032975908,3143.42622922925,3222.82023510331,3437.27748428501,3605.67347773318,3749.67988452287,3905.36990805055,4051.955413697,4187.84406931518,4330.88462331612,4503.56586786812,4669.07690535005,4800.43782534205,4692.43176532252,4984.36001668602,5124.98382202177,5309.28601106189
Low income,LIC,587.987990681615,580.013371242991,562.570967123795,551.011975255862,543.794500030119,554.762809913548,569.590533614365,587.669313868326,594.396799450094,593.000502427942,595.736836461037,604.592767334068,616.062304725903,627.304938172515,647.073628204924,669.992081174442,688.79612847704,709.850321837742,728.036625685512,736.923431896773,766.441379598309,751.204633160986,708.135310633467,715.28728739233,728.61558844232,705.461511003203,701.334623366362,703.849829130957,707.797827783632,717.5246852737,699.867964986009,695.983303529678,702.753973893293,699.366859579584
Lower middle income,LMC,845.831669066405,843.543524491893,855.018731642322,855.677811633073,870.257736886815,895.096307626118,931.686768414785,948.436414964165,970.824399157023,1002.17619901361,1023.47003051099,1046.81913859896,1073.25093468452,1116.06420157097,1173.20961612207,1229.63564340848,1292.12847911088,1356.8539645856,1394.64826573588,1452.53175010443,1525.69383368958,1571.45370578698,1625.50329601707,1690.44900111561,1765.41194025762,1841.84526127088,1918.02606901038,1993.50001483349,2072.43733980431,2127.52778960941,2023.50424369151,2131.15699187599,2228.04437455405,2322.16569185251
Middle East & North Africa,MEA,4797.59269356162,4762.01875967009,4921.8952468342,4933.63103373817,4976.10749665114,5017.39398961902,5163.25615951538,5279.19732278296,5390.49003990886,5420.31494357638,5652.57885946375,5632.12281757703,5628.27453907449,5768.45209264882,6090.25566697473,6252.95894465341,6474.52888745363,6658.65992644486,6809.67732994585,6715.6074739535,6931.90724774947,7038.38614431908,7155.03514316564,7142.17420551868,7201.34876853789,7228.30889534971,7391.52312470061,7410.7972336466,7469.04225001288,7445.73820236986,7067.86465301669,7319.79554041933,7577.45086676793,7571.59200766655
Middle East & North Africa (excluding high income),MNA,2693.92090330536,2638.1458508356,2689.86407358471,2673.02629242981,2673.35260506448,2686.15811086182,2795.90630333192,2849.2559151072,2959.84232802936,3026.93694416023,3146.44626416796,3170.986768006,3213.04732390209,3227.11168253767,3405.70823569637,3483.86726467598,3592.2137836031,3734.78876255994,3801.41037330165,3824.58251634092,3952.6482520816,3842.20261261625,3904.33961961987,3846.77483981517,3852.60830729725,3803.87110555447,3940.01111343314,3993.49023828983,3995.96127357182,3963.0219603451,3774.65352636265,3877.79872271465,3969.32013628869,4021.0051331996
Middle East & North Africa (IDA & IBRD countries),TMN,2696.86517485712,2641.45291819251,2693.7247006376,2677.43297574165,2678.37157979807,2690.92521397786,2802.56622550088,2854.56145805858,2963.60104208744,3029.93552923419,3153.73687075013,3181.49302743576,3227.36829273704,3239.53993368751,3416.02523810434,3492.87916903373,3603.40003253247,3747.25110315263,3813.44931108796,3835.28946181367,3963.87655746127,3850.06848201192,3911.72268550745,3852.75166806165,3859.59232519643,3809.84668165081,3945.17203810721,3999.49842651849,4002.5621040812,3969.74916041728,3784.54884071019,3887.48246004103,3979.58431965099,4034.7889995472
Middle income,MIC,1702.16008856226,1718.07304095266,1760.55744244966,1818.51515558071,1880.72760931969,1934.20617421499,2021.38845971953,2101.17249838422,2136.41866580785,2181.07762414846,2268.73890308849,2316.91798140791,2393.0920694516,2500.04415099275,2656.25877970633,2813.7277831435,3006.87329453185,3233.16904311089,3381.57829171962,3471.82453681204,3708.97386994991,3900.34679987957,4067.84516724604,4243.25244689552,4408.25405381064,4565.92744572991,4730.67013277925,4928.6435404155,5119.74762657887,5273.45530182456,5163.6994642281,5499.86744004449,5666.65129971231,5884.82814699816
North America,NAC,38461.7113456547,37851.1119805451,38572.5926863058,39120.6346039121,40219.6474562926,40817.0443470594,41805.2434442893,43145.5167304634,44552.4977600305,46179.7980695285,47578.006105013,47590.3021317146,47992.7493134442,48872.9848468196,50256.443878562,51517.6910134188,52436.3976437343,52982.1075077554,52571.5562146714,50741.9924978441,51679.1951322739,52157.2808136716,52919.2496825213,53655.8796737277,54607.1984852286,55702.089462785,56248.8444110029,57260.6149274262,58585.1841911608,59733.1558003892,57737.897806055,61079.1523658362,62350.755113114,63594.398681032
Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,25225.1149064534,25272.794373727,25559.0790652694,25687.8982185428,26298.4817706014,26787.9790727846,27407.4230745839,28187.5356548122,28826.1656087534,29599.5148971898,30595.419481915,30799.8796558708,31043.0128613568,31448.499401097,32244.7283618931,32927.7531009029,33687.3123290781,34316.7355930927,34178.6804078521,32784.6730885005,33528.8128548275,33990.1408791289,34248.5694654616,34588.3914310992,35119.5793492568,35784.8705175556,36219.5088989452,36933.5126567127,37575.2313340186,38070.1530879606,36385.5052653603,38490.640683906,39464.1326487097,39973.5101059051
Other small states,OSS,7573.24630231401,7523.78260985909,7338.83987150821,7471.96610353701,7568.76813222776,7832.41972411128,8004.05264228532,8358.25795641828,8546.12809141056,8768.86064346719,9346.27412373189,9453.52264454562,9580.3637773704,9849.24852621168,10182.2022549715,10512.2734141327,10992.2418821543,11436.1478891635,11464.189851069,10869.8037299452,11015.8040330415,11281.0550315253,11354.8836406316,11410.4680699118,11528.5246780463,11735.6880833152,12044.6770028061,12462.0770305721,12812.0351262748,13182.531539845,12299.5886034111,13025.0808599447,13491.5967771426,13696.0214084877
